Eisean	Pron:Pers:3P:Sg:Masc:Emph	eisean
sin	Det:Dem	sin
.	Punct:Fin	.
Chomh	Adv:Its	chomh
maith	Adj:Base	maith
le	Prep:Simp	le
sin	Pron:Dem	sin
,	Punct:Int	,
bhronn	Verb:VT:PastInd:Len	bronn
Teaghlach	Noun:Masc:Com:Sg	teaghlach
Uí	Part:Pat	uí
Ghallchóir	Prop:Noun:Fem:Gen:Sg	Gallchóir
as	Prep:Simp	as
an	Art:Sg:Def	an
Bhun	Noun:Fem:Com:Sg	bun
Bheag	Adj:Fem:Com:Sg	beag
Corn	Noun:Masc:Com:Sg	corn
Cuimhneacháin	Noun:Masc:Gen:Sg	cuimhneachán
Hiúdaí	Noun:Masc:Com:Sg	hiúdaí
Bhig	Adj:Masc:Com:Sg:Len	Big
ar	Prep:Simp	ar
an	Art:Sg:Def	an
chomórtas	Noun:Masc:Com:Sg:Len	comórtas
.	Punct:Fin	.
Tugadh	Verb:VTI:PastInd:Auto	tabhair
thart	Adv:Dir	thart
ar	Prep:Simp	ar
phríomhfhoirgneamh	Noun:Masc:Com:Sg:Len	príomhfhoirgneamh
poiblí	Adj:Base	poiblí
an	Art:Sg:Def	an
Ionaid	Noun:Masc:Gen:Sg:DefArt	ionad
muid	Pron:Pers:1P:Pl	muid
agus	Conj:Coord	agus
thug	Verb:VTI:PastInd:Len	tabhair
Ihab	Prop:Noun:Masc:Com:Sg	Ihab
,	Punct:Int	,
lena	Prep:Poss:3P:Sg:Masc	le
chuid	Noun:Fem:Com:Sg:Len	cuid
Araibise	Prop:Noun:Masc:Gen:Sg	Araibise
blasta	Adj:Base	blasta
(	Punct	(
agus	Conj:Coord	agus
Pól	Prop:Noun:Masc:Com:Sg	Pól
as	Prep:Simp	as
Gaeilge	Prop:Noun:Fem:Com:Sg	Gaeilge
)	Punct	)
cuntas	Noun:Masc:Com:Sg	cuntas
dúinn	Pron:Prep:1P:Pl	do
ar	Prep:Simp	ar
bhunú	Verbal:Noun:VT:Len	bunú
an	Art:Sg:Def	an
ionaid	Noun:Masc:Gen:Sg:DefArt	ionad
i	Prep:Simp	i
gCluain	Noun:Fem:Com:Sg:Ecl	cluain
Sceach	Noun:Fem:Gen:Weak:Pl	sceach
,	Punct:Int	,
an	Art:Sg:Def	an
méid	Noun:Masc:Com:Sg:DefArt	méid
áiseanna	Noun:Fem:Gen:Strong:Pl	áis
éagsúla	Adj:Gen:Strong:Pl	éagsúil
atá	Verb:PresInd:Rel	bí
ar	Prep:Simp	ar
fáil	Verbal:Noun:VT	fáil
ann	Pron:Prep:3P:Sg:Masc	i
(	Punct	(
ionad	Noun:Masc:Com:Sg	ionad
spóirt	Noun:Masc:Gen:Sg	spórt
,	Punct:Int	,
scoil	Noun:Fem:Com:Sg	scoil
náisiúnta	Adj:Base	náisiúnta
,	Punct:Int	,
bialann	Noun:Fem:Com:Sg	bialann
,	Punct:Int	,
siopa	Noun:Masc:Com:Sg	siopa
,	Punct:Int	,
srl.	Abr	srl.
)	Punct	)
.	Punct:Fin	.
Tógann	Verb:VTI:PresInd	tóg
sé	Pron:Pers:3P:Sg:Masc:Sbj	sé
amach	Adv:Dir	amach
biro	Foreign	biro
dearg	Adj:Base	dearg
)	Punct	)
MAIDHC	Noun:Masc:Com:Sg	maidhc
:	Punct:Int	:
(	Punct	(
Á	Prep:Poss:3P:Sg:Masc:Obj	do
stopadh	Verbal:Noun:VTI	stopadh
.	Punct:Fin	.
Bronnfar	Verb:VT:FutInd:Auto	bronn
é	Pron:Pers:3P:Sg:Masc	é
ar	Prep:Simp	ar
an	Art:Sg:Def	an
Chnuasach	Noun:Masc:Com:Sg:Len	cnuasach
Gearrscéalta	Noun:Masc:Gen:Strong:Pl	gearrscéal
nó	Conj:Coord	nó
an	Art:Sg:Def	an
dráma	Noun:Masc:Com:Sg:DefArt	dráma
is	Part:Sup	is
fearr	Adj:Comp	maith
.	Punct:Fin	.
An	Art:Sg:Def	an
duine	Noun:Masc:Com:Sg:Def	duine
rialta	Adj:Base	rialta
baoth	Adj:Masc:Com:Sg	baoth
Is	Cop:Pres	is
méanar	Adj:Base	méanar
don	Prep:Art:Sg	do
duine	Noun:Masc:Com:Sg:Def	duine
rialta	Adj:Base	rialta
sin	Det:Dem	sin
nach	Part:Vb:Neg:Rel	nach
mbaineann	Verb:VTI:PresInd:Ecl	bain
pléisiúr	Noun:Masc:Com:Sg	pléisiúr
agus	Conj:Coord	agus
lúcháir	Noun:Fem:Com:Sg	lúcháir
ach	Conj:Subord	ach
amháin	Adj:Base	amháin
as	Prep:Simp	as
briathra	Noun:Masc:Com:Pl	briathar
agus	Conj:Coord	agus
gníomhartha	Noun:Masc:Com:Pl	gníomh
sárnaofa	Adj:Base	naofa
an	Art:Sg:Def	an
Tiarna	Noun:Masc:Gen:Sg	tiarna
,	Punct:Int	,
agus	Conj:Coord	agus
tríothusan	Pron:Prep:3P:Pl:Emph	trí
go	Part:Vb:Cmpl	go
meallann	Verb:VT:PresInd	meall
sé	Pron:Pers:3P:Sg:Masc:Sbj	sé
daoine	Noun:Masc:Com:Pl	duine
chun	Prep:Simp	chun
Dia	Noun:Masc:Com:Sg	dia
a	Part:Inf	a
ghráú	Verbal:Noun:VTI:Len	gráú
go	Part:Ad	go
háthasach	Adj:Base:Pref	áthasach
gealgháireach	Adj:Base	gealgháireach
.	Punct:Fin	.
Ach	Conj:Subord	ach
hóbair	Verb:PastInd	hóbair
do	Prep:Simp	do
dhoras	Noun:Masc:Com:Sg:Len	doras
an	Art:Sg:Def	an
leithris	Noun:Masc:Gen:Sg:DefArt	leithreas
nár	Part:Vb:Neg:Cmpl:Past	nár
bhain	Verb:VTI:PastInd:Neg:Len	bain
sé	Pron:Pers:3P:Sg:Masc:Sbj	sé
dá	Prep:Poss:3P:Pl	do
lúdracha	Noun:Fem:Com:Pl	lúdrach
é	Pron:Pers:3P:Sg:Masc	é
leis	Prep:Simp	le
an	Art:Sg:Def	an
gcraitheadh	Verbal:Noun:VTI:Ecl	craitheadh
a	Part:Vb:Rel:Direct	a
bhain	Verb:VTI:PastInd:Len	bain
sé	Pron:Pers:3P:Sg:Masc:Sbj	sé
as	Prep:Simp	as
agus	Conj:Coord	agus
é	Pron:Pers:3P:Sg:Masc	é
ag	Prep:Simp	ag
gabháil	Verbal:Noun:VTI	gabháil
á	Prep:Poss:3P:Sg:Masc:Obj	do
bhearradh	Verbal:Noun:VT:Len	bearradh
féin	Pron:Ref	féin
.	Punct:Fin	.
Tá	Verb:VI:PresInd	bí
sé	Pron:Pers:3P:Sg:Masc:Sbj	sé
fóirsteanach	Adj:Base	fóirsteanach
go	Part:Ad	go
maith	Adj:Base	maith
,	Punct:Int	,
mar	Prep:Simp	mar
sin	Pron:Dem	sin
,	Punct:Int	,
go	Part:Vb:Cmpl	go
bhfuil	Verb:VI:PresInd:Dep:Ecl	bí
Golway	Prop:Noun:Masc:Com:Sg	Golway
tar	Verb:VI:Imperf:2P:Sg	tar
éis	Subst:Noun:Sg	éis
stair	Noun:Fem:Com:Sg	stair
Rannóg	Noun:Fem:Com:Sg	rannóg
Dóiteáin	Noun:Masc:Gen:Sg	dóiteán
Nua-Eabhrac	Prop:Noun:Masc:Gen:Sg:Len	Nua-Eabhrac
le	Prep:Simp	le
trí	Num:Card	trí
chéad	Num:Card:Len	céad
bliain	Noun:Fem:Com:Sg	bliain
anuas	Adv:Dir	anuas
a	Part:Inf	a
scríobh	Verbal:Noun:VTI	scríobh
.	Punct:Int	.
Tá	Verb:VI:PresInd	bí
sé	Pron:Pers:3P:Sg:Masc:Sbj	sé
le	Prep:Simp	le
fáil	Verbal:Noun:VT	fáil
ar	Prep:Simp	ar
lch.	Abr	lch.
202-203	Num:Dig	202-203
de	Pron:Prep:3P:Sg:Masc	de
S1067	Abr	S1067
,	Punct:Int	,
Scoil	Noun:Fem:Com:Sg	scoil
na	Art:Pl:Def	na
gCailíní	Noun:Masc:Gen:Strong:Pl:DefArt	cailín
,	Punct:Int	,
Doirí	Prop:Noun:Masc:Com:Sg	Doirí
Beaga	Adj:Com:NotSlen:Pl	beag
.	Punct:Fin	.
'	Punct:Quo	'
Seirbhísí	Noun:Fem:Com:Pl	seirbhís
Sóisialta	Adj:Fem:Com:Pl	sóisialta
don	Prep:Art:Sg	do
Chainteoir	Noun:Masc:Com:Sg:Len	cainteoir
Gaeilge	Prop:Noun:Fem:Gen:Sg	Gaeilge
/	Punct	/
Dátheangach	Adj:Base	dátheangach
'	Punct:Quo	'
a	Part:Vb:Rel:Direct	a
bhí	Verb:PastInd:Len	bí
mar	Prep:Simp	mar
théama	Noun:Masc:Com:Sg:Len	téama
ag	Prep:Simp	ag
an	Art:Sg:Def	an
siompóisiam	Noun:Masc:Com:Sg:DefArt	siompóisiam
,	Punct:Int	,
a	Part:Vb:Rel:Direct	a
d'	Part:Vb	do
eagraigh	Verb:VT:PastInd:Len	eagraigh
Comhdháil	Noun:Fem:Com:Sg	comhdháil
Náisiúnta	Adj:Fem:Com:Sg	náisiúnta
na	Art:Gen:Sg:Def:Fem	na
Gaeilge	Prop:Noun:Fem:Gen:Sg:DefArt	Gaeilge
.	Punct:Fin	.
Tá	Verb:VI:PresInd	bí
sé	Pron:Pers:3P:Sg:Masc:Sbj	sé
thíos	Adv:Dir	thíos
staighre	Noun:Masc:Com:Sg	staighre
.	Punct:Fin	.
Go	Part:Ad	go
tobann	Adj:Base	tobann
,	Punct:Int	,
bhris	Verb:VTI:PastInd:Len	bris
an	Art:Sg:Def	an
bord	Noun:Masc:Com:Sg:DefArt	bord
ina	Prep:Poss:3P:Sg:Masc	i
dhá	Num:Card	dó
leath	Noun:Fem:Com:Sg	leath
.	Punct:Fin	.
Má	Conj:Subord	má
tá	Verb:PresInd	bí
boird	Noun:Masc:Com:Pl	bord
stáit	Noun:Masc:Gen:Sg	stát
agus	Conj:Coord	agus
comhlachtai	Noun:Masc:Com:Pl	comhlacht
stáir	Noun:Fem:Com:Sg	stáir
in	Prep:Simp	i
Éirinn	Prop:Noun:Fem:Dat:Sg	Éire
ag	Prep:Simp	ag
dul	Verbal:Noun:VTI	dul
ag	Prep:Simp	ag
fógairt	Verbal:Noun:VTI	fógairt
mar	Prep:Simp	mar
'	Punct:Quo	'
phacáiste	Noun:Masc:Com:Sg:Len	pacáiste
'	Punct:Quo	'
ar	Prep:Simp	ar
leith	Noun:Fem:Com:Sg	leith
d'	Prep:Simp	do
Éirinn	Prop:Noun:Fem:Dat:Sg	Éire
,	Punct:Int	,
má	Conj:Subord	má
tá	Verb:PresInd	bí
RTÉ	Abr	RTÉ
ag	Prep:Simp	ag
dul	Verbal:Noun:VTI	dul
i	Prep:Simp	i
gcomhar	Noun:Masc:Com:Sg:Ecl	comhar
le	Prep:Simp	le
Sky	Abr	Sky
maidir	Subst:Noun:Sg	maidir
le	Prep:Simp	le
dáileadh	Noun:Masc:Com:Sg	dáileadh
na	Art:Gen:Sg:Def:Fem	na
mbealach	Noun:Masc:Com:Sg:Ecl	bealach
teilifís	Noun:Fem:Com:Sg	teilifís
Éireannach	Prop:Noun:Masc:Gen:Weak:Pl	Éireannach
ar	Prep:Simp	ar
bhosca	Noun:Masc:Com:Sg:Len	bosca
digiteach	Adj:Masc:Com:Sg	digiteach
Sky	Abr	Sky
ar	Prep:Simp	ar
fud	Subst:Noun:Sg	fud
na	Art:Gen:Sg:Def:Fem	na
tíre	Noun:Fem:Gen:Sg:DefArt	tír
(	Punct	(
cinneadh	Noun:Masc:Com:Sg	cinneadh
atá	Verb:PresInd:Rel	bí
tar	Verb:VI:Imperf:2P:Sg	tar
éis	Subst:Noun:Sg	éis
an-gheit	Noun:Fem:Com:Sg	an-gheit
a	Part:Inf	a
bhaint	Verbal:Noun:VTI:Len	baint
as	Prep:Simp	as
oifig	Noun:Fem:Com:Sg	oifig
an	Art:Sg:Def	an
Aire	Noun:Masc:Gen:Sg	aire
de	Part:Pat	de
Valera	Prop:Noun:Masc:Com:Sg	Valera
,	Punct:Int	,
deirtear	Verb:VTI:PresInd:Auto	abair
linn	Pron:Prep:1P:Pl	le
)	Punct	)
níor	Cop:Past:Neg	is
cheart	Adj:Base:Len	ceart
cur	Verbal:Noun:VTI	cur
suas	Adv:Dir	suas
leis	Prep:Simp	le
an	Art:Sg:Def	an
neamhaird	Noun:Fem:Com:Sg:DefArt	neamhaird
ar	Prep:Simp	ar
leith	Noun:Fem:Com:Sg	leith
a	Part:Vb:Rel:Direct	a
dhéananna	Verb:VTI:PresInd	déan
meáin	Noun:Masc:Com:Pl	meán
na	Art:Gen:Sg:Def:Fem	na
Sasasanach	Noun:Masc:Com:Sg	sasasanach
ar	Prep:Simp	ar
Éirinn	Prop:Noun:Fem:Dat:Sg	Éire
de	Prep:Simp	de
ghnáth	Noun:Masc:Com:Sg:Len	gnáth
.	Punct:Fin	.
An	Art:Sg:Def	an
chéad	Num:Ord:Len	céad
chéim	Noun:Fem:Com:Sg:Def	céim
eile	Det:Dem	eile
a	Part:Vb:Rel:Direct	a
bheidh	Verb:FutInd:Len	bí
sa	Prep:Art:Sg	i
bhfeachtas	Noun:Masc:Com:Sg:Ecl	feachtas
ná	Conj:Coord	ná
fógraí	Noun:Masc:Com:Pl	fógra
a	Part:Inf	a
fhoilsiú	Verbal:Noun:VT:Len	foilsiú
sna	Prep:Art:Pl	i
príomhnuachtáin	Noun:Masc:Com:Pl:Def	nuachtán
,	Punct:Int	,
an	Art:Sg:Def	an
tseachtain	Noun:Fem:Com:Sg:Def	seachtain
seo	Det:Dem	seo
chugainn	Pron:Prep:1P:Pl	chuig
,	Punct:Int	,
ag	Prep:Simp	ag
lorg	Verbal:Noun:VTI	lorg
tacaíochta	Noun:Fem:Gen:Sg	tacaíocht
agus	Conj:Coord	agus
airgid	Noun:Masc:Gen:Sg	airgead
ón	Prep:Art:Sg	ó
phobal	Noun:Masc:Com:Sg:Len	pobal
le	Prep:Simp	le
haghaidh	Noun:Fem:Com:Sg	aghaidh
an	Art:Sg:Def	an
fheachtais	Noun:Masc:Gen:Sg:Def	feachtas
seo	Det:Dem	seo
,	Punct:Int	,
a	Part:Vb:Rel:Indirect	a
bhfuil	Verb:PresInd:Dep:Ecl	bí
'	Punct:Quo	'
Tabhair	Verb:VTI:Imper:2P:Sg	tabhair
abhaile	Adv:Dir	abhaile
iad	Pron:Pers:3P:Pl	iad
'	Punct:Quo	'
mar	Prep:Simp	mar
theideal	Noun:Masc:Com:Sg:Len	teideal
air	Pron:Prep:3P:Sg:Masc	ar
.	Punct:Fin	.
Ar	Prep:Simp	ar
fhágaint	Verbal:Noun:VTI:Len	fágáil
slán	Noun:Masc:Com:Sg	slán
agus	Conj:Coord	agus
beannacht	Noun:Fem:Com:Sg	beannacht
age	CM:Prep:Simp	ag
cé	Noun:Fem:Com:Sg	cé
na	Art:Gen:Sg:Def:Fem	na
Coise	Prop:Noun:Masc:Gen:Sg	Coise
an	Art:Sg:Def	an
tráthnóna	Noun:Masc:Com:Sg:Def	tráthnóna
aoibhinn	Adj:Masc:Com:Sg	aoibhinn
caithiseach	Adj:Masc:Com:Sg	caithiseach
Domhnaigh	Noun:Masc:Gen:Sg	Domhnach
seo	Det:Dem	seo
dhúinn	Pron:Prep:1P:Pl:Len	do
,	Punct:Int	,
agus	Conj:Coord	agus
agena	Pron:Prep:1P:Pl	ag
a	Part:Vb:Rel:Indirect	a
raibh	Verb:VI:PastInd:Dep:Ecl	bí
do	Prep:Simp	do
dhaoine	Noun:Masc:Com:Pl:Len	duine
ina	Prep:Poss:3P:Pl	i
seasamh	Verbal:Noun:VTI	seasamh
ann	Pron:Prep:3P:Sg:Masc	i
,	Punct:Int	,
cé	Conj:Subord	cé
go	Part:Vb:Cmpl	go
raibh	Verb:VI:PastInd:Dep:Ecl	bí
cuid	Noun:Fem:Com:Sg	cuid
mhaith	Adj:Fem:Com:Sg:Len	maith
ann	Pron:Prep:3P:Sg:Masc	i
san	Prep:Art:Sg	i
am	Noun:Masc:Com:Sg	am
gcéanna	Adj:Base:Ecl	céanna
,	Punct:Int	,
ní	Part:Vb:Neg	ní
raibh	Verb:VI:PastInd:Dep:Neg:Len	bí
cuma	Noun:Fem:Com:Sg	cuma
na	Art:Gen:Sg:Def:Fem	na
hainnise	Noun:Fem:Gen:Sg:Def	ainnise
ná	Conj:Coord	ná
na	Art:Gen:Sg:Def:Fem	na
bochtanacht	Noun:Fem:Gen:Sg	bochtanacht
ar	Prep:Simp	ar
aon	Det:Qty:Idf	aon
duine	Noun:Masc:Com:Sg	duine
acu	Pron:Prep:3P:Pl	ag
,	Punct:Int	,
rud	Noun:Masc:Com:Sg	rud
ná	Part:Vb:Imp	ná
beadh	Verb:VI:Cond	bí
im	Prep:Det:Poss:1P:Sg	i_mo
chumas	Noun:Masc:Com:Sg:Len	cumas
do	Prep:Simp	do
rá	Verbal:Noun:VTI	rá
leo	Pron:Prep:3P:Pl	le
anois	Adv:Gn	anois
dá	Conj:Subord	dá
mbeinn	Verb:VI:Cond:1P:Sg:Ecl	bí
ann	Pron:Prep:3P:Sg:Masc	i
,	Punct:Int	,
comh	Adv:Its:Corr	chomh
fada	Adj:Base	fada
lem	Prep:Det:Poss:1P:Sg	le_mo
thuairim	Noun:Fem:Com:Sg:Len	tuairim
.	Punct:Fin	.
Chuiridís	Verb:VTI:PastImp:3P:Pl:Len	cuir
oilithrigh	Noun:Masc:Com:Pl	oilithreach
amach	Adv:Dir	amach
go	Part:Vb:Subj	go
dtí	Verb:VI:PresSubj:Ecl	tar
Compostela	Noun:Fem:Com:Pl	compostel
mar	Prep:Simp	mar
ionadaithe	Noun:Masc:Com:Pl	ionadaí
thar	Prep:Simp	thar
cionn	Noun:Fem:Dat:Sg	ceann
a	Det:Poss:3P:Pl	a
muintire	Noun:Fem:Gen:Sg	muintir
go	Part:Ad	go
léir	Adj:Base	léir
agus	Conj:Coord	agus
bhailítí	Verb:VTI:PastImp:Auto:Len	bailigh
airgead	Noun:Masc:Gen:Weak:Pl	airgead
chuige	Pron:Prep:3P:Sg:Masc	chuig
sin	Pron:Dem	sin
sa	Prep:Art:Sg	i
Chladach	Noun:Masc:Com:Sg:Len	cladach
.	Punct:Fin	.
Nuacht	Noun:Fem:Com:Sg	nuacht
4.08	Num:Dig	4.08
Nuacht	Noun:Fem:Com:Sg	nuacht
a	Part:Nm	a
hAon	Num:Card:hPref	aon
2.00	Num:Dig	2.00
Nuair	Conj:Subord	nuair
a	Part:Vb:Rel:Direct	a
bheidh	Verb:FutInd:Len	bí
an	Art:Sg:Def	an
Coiste	Noun:Masc:Com:Sg:DefArt	coiste
sin	Det:Dem	sin
tofa	Verbal:Adj	tofa
,	Punct:Int	,
iad	Pron:Pers:3P:Pl	iad
do	Part:Vb	do
chroma	Verb:VTI:PresSubj:Neg:Len	crom
láithreach	Adj:Base	láithreach
ar	Prep:Simp	ar
an	Art:Sg:Def	an
Teaghlach	Noun:Masc:Com:Sg:DefArt	teaghlach
Meán-suidhte	Prop:Noun:Masc:Com:Sg	Meán-suidhte
d'	Prep:Simp	do
ullamhú	Verbal:Noun	ullamhú
chun	Prep:Simp	chun
iostuithe	Verbal:Adj:Adj	iostuithe
,	Punct:Int	,
etc	Noun:Fem:Com:Sg	etc
.	Punct:Fin	.
An	Art:Sg:Def	an
Bille	Noun:Masc:Com:Sg:DefArt	bille
Ombudsman	Prop:Noun:Masc:Com:Sg	Ombudsman
(	Punct	(
Leasú	Noun:Masc:Com:Sg	leasú
)	Punct	)
bhailte	Noun:Masc:Gen:Strong:Pl:Len	baile
móra	Adj:Gen:Strong:Pl	mór
agus	Conj:Coord	agus
ar	Prep:Simp	ar
chathracha	Noun:Fem:Com:Pl:Len	cathair
eile	Det:Dem	eile
ar	Prep:Simp	ar
fud	Subst:Noun:Sg	fud
na	Art:Gen:Sg:Def:Fem	na
tíre	Noun:Fem:Gen:Sg:DefArt	tír
.	Punct:Fin	.
Beidh	Verb:FutInd	bí
sí	Pron:Pers:3P:Sg:Fem:Sbj	sí
siud	Noun:Masc:Com:Sg	siud
eile	Det:Dem	eile
bailithe	Verbal:Adj	bailithe
léi	Pron:Prep:3P:Sg:Fem	le
,	Punct:Int	,
ach	Conj:Subord	ach
tusa	Pron:Pers:2P:Sg:Emph	tusa
a	Part:Vb:Rel:Direct	a
bheidh	Verb:FutInd:Len	bí
thíos	Adv:Dir	thíos
leis	Prep:Simp	le
an	Art:Sg:Def	an
gcúrsa	Noun:Masc:Com:Sg:Ecl	cúrsa
.	Punct:Fin	.
Lean	Verb:VT:PastInd:Len	Lean
an	Art:Sg:Def	an
Iníon	Noun:Fem:Com:Sg:DefArt	iníon
de	Part:Pat	de
Brún	Prop:Noun:Masc:Com:Sg	Brún
uirthi	Pron:Prep:3P:Sg:Fem	ar
le	Prep:Simp	le
miniú	Verbal:Noun	miniú
gur	Part:Vb:Past	gur
thacaigh	Verb:VT:PastInd:Len	tacaigh
an	Art:Sg:Def	an
Roinn	Noun:Fem:Com:Sg:DefArt	roinn
s'	Det:Dem	s
aici	Pron:Prep:3P:Sg:Fem	ag
leis	Prep:Simp	le
an	Art:Sg:Def	an
eagraíocht	Noun:Fem:Com:Sg:DefArt	eagraíocht
le	Prep:Simp	le
11,000	Num:Dig	11,000
de	Prep:Simp	de
mhaoiniú	Verbal:Noun:VT:Len	maoiniú
breise	Noun:Fem:Gen:Sg	breis
anuraidh	Adv:Temp	anuraidh
le	Prep:Simp	le
cur	Verbal:Noun:VTI	cur
ar	Prep:Simp	ar
a	Det:Poss:3P:Pl	a
gcumas	Noun:Masc:Com:Sg:Ecl	cumas
tabhairt	Verbal:Noun:VTI	tabhairt
faoina	Prep:Poss:3P:Pl	faoi
ndeacrachtaí	Noun:Fem:Com:Pl:Ecl	deacracht
.	Punct:Fin	.
Luigh	Verb:VI:PastInd:Len	luigh
sé	Pron:Pers:3P:Sg:Masc:Sbj	sé
go	Part:Ad	go
dian	Adj:Base	dian
leis	Prep:Simp	le
an	Art:Sg:Def	an
staidéar	Noun:Masc:Com:Sg:DefArt	staidéar
agus	Conj:Coord	agus
bhain	Verb:VTI:PastInd:Len	bain
sé	Pron:Pers:3P:Sg:Masc:Sbj	sé
amach	Adv:Dir	amach
céim	Noun:Fem:Com:Sg	céim
B.A.	Abr	B.A.
Maidir	Subst:Noun:Sg	maidir
le	Prep:Simp:DefArt	le
an	Art:Sg:Def	an
damhsóir	Noun:Masc:Com:Sg:DefArt	damhsóir
bhí	Verb:PastInd:Len	bí
cuma	Noun:Fem:Com:Sg	cuma
ainnis	Adj:Fem:Com:Sg	ainnis
air	Pron:Prep:3P:Sg:Masc	ar
agus	Conj:Coord	agus
bhí	Verb:PastInd:Len	bí
an	Art:Sg:Def	an
oiread	Subst:Noun:Sg	oiread
cótaí	Noun:Masc:Gen:Strong:Pl	cóta
air	Pron:Prep:3P:Sg:Masc	ar
a	Part:Vb:Rel:Direct	a
chlúdódh	Verb:VT:Cond:Len	clúdaigh
Coláiste	Noun:Masc:Com:Sg	coláiste
na	Art:Gen:Sg:Def:Fem	na
Tríonóide	Noun:Fem:Gen:Sg:DefArt	Tríonóid
.	Punct:Fin	.
'	Punct:Quo	'
Fostaíodh	Verb:VTI:PastInd:Auto	fostaigh
Comhairleoirí	Noun:Masc:Com:Pl	comhairleoir
Gaeilge	Prop:Noun:Fem:Gen:Sg	Gaeilge
ar	Prep:Simp	ar
chonradh	Noun:Masc:Com:Sg:Len	conradh
dhá	Num:Card	dó
bhliain	Noun:Fem:Com:Sg:Len	bliain
i	Prep:Simp	i
gcuid	Noun:Fem:Com:Sg:Ecl	cuid
de	Prep:Simp	de
na	Art:Pl:Def	na
Bordcheantair	Noun:Masc:Com:Pl	bordcheantar
cheana	Adv:Gn	cheana
féin	Pron:Ref	féin
ach	Conj:Subord	ach
ceapann	Verb:VTI:PresInd	ceap
Comhar	Noun:Masc:Com:Sg	comhar
go	Conj:Subord	go
bhfuil	Verb:PresInd:Dep:Ecl	bí
géarghá	Noun:Masc:Com:Sg	géarghá
le	Prep:Simp	le
Comhairleoir	Noun:Masc:Com:Sg	comhairleoir
Gaeilge	Prop:Noun:Fem:Gen:Sg	Gaeilge
lánaimseartha	Adj:Base	lánaimseartha
in	Prep:Simp	i
achan	CU:Det:Qty:Def	achan
Bhordcheantar	Noun:Masc:Com:Sg	bhordcheantar
sa	Prep:Art:Sg	i
Tuaisceart	Noun:Masc:Com:Sg	tuaisceart
sa	Prep:Art:Sg	i
dóigh	Noun:Fem:Com:Sg	dóigh
is	Conj:Coord	agus
go	Conj:Subord	go
mbeidh	Verb:FutInd:Ecl	bí
leanúnachas	Noun:Masc:Com:Sg	leanúnachas
san	Prep:Art:Sg	i
obair	Noun:Fem:Com:Sg	obair
.	Punct:Fin	.
Ach	Conj:Subord	ach
níor	Part:Vb:Neg:Past	níor
mhair	Verb:VTI:PastInd:Neg:Len	mair
an	Art:Sg:Def	an
cumann	Noun:Masc:Com:Sg:DefArt	cumann
beag	Adj:Masc:Com:Sg	beag
carthanach	Adj:Masc:Com:Sg	carthanach
seo	Det:Dem	seo
ach	Conj:Subord	ach
seal	Noun:Masc:Com:Sg	seal
.	Punct:Fin	.
Beidh	Verb:FutInd	bí
Cúldoras	Noun:Masc:Com:Sg	cúldoras
ann	Pron:Prep:3P:Sg:Masc	i
'	Punct:Quo	'
agus	Conj:Coord	agus
de	Prep:Simp	de
réir	Noun:Fem:Com:Sg:Len	réir
mar	Conj:Subord	mar
a	Part:Vb:Rel:Direct	a
bheidh	Verb:FutInd:Len	bí
an	Art:Sg:Def	an
samhradh	Noun:Masc:Com:Sg:DefArt	samhradh
á	Prep:Poss:3P:Sg:Masc:Obj	do
chaitheamh	Verbal:Noun:VTI:Len	caitheamh
beidh	Verb:FutInd	bí
an	Art:Sg:Def	an
ríomhaire	Noun:Masc:Com:Sg:DefArt	ríomhaire
ag	Prep:Simp	ag
cur	Verbal:Noun:VTI	cur
foirne	Noun:Fem:Gen:Strong:Pl	foireann
ó	Prep:Simp	ó
bhealach	Noun:Masc:Com:Sg:Len	bealach
sa	Prep:Art:Sg	i
gcaoi	Noun:Fem:Com:Sg:Ecl	caoi
agus	Conj:Coord	agus
nuair	Conj:Subord	nuair
a	Part:Vb:Rel:Direct	a
shroichfear	Verb:VTI:FutInd:Auto:Len	sroich
mí	Noun:Fem:Com:Sg	mí
Mheán	Noun:Masc:Com:Sg:Len	meán
Fómhair	Noun:Masc:Gen:Sg	fómhar
nach	Part:Vb:Neg:Cmpl	nach
mbeidh	Verb:FutInd:Ecl	bí
fanta	Verbal:Adj	fanta
san	Prep:Art:Sg	i
iomaíocht	Noun:Fem:Com:Sg:DefArt	iomaíocht
ach	Conj:Subord	ach
dhá	Num:Card	dó
chontae	Noun:Masc:Com:Sg:Len	contae
sa	Prep:Art:Sg	i
bpeil	Noun:Fem:Com:Sg:Ecl	peil
agus	Conj:Coord	agus
dhá	Num:Card	dó
chontae	Noun:Masc:Com:Sg:Len	contae
eile	Det:Dem	eile
san	Prep:Art:Sg	i
iománaíocht	Noun:Fem:Com:Sg	iománaíocht
.	Punct:Fin	.
feiste	Noun:Fem:Com:Sg	feiste
chun	Prep:Simp	chun
bac	Noun:Masc:Com:Sg	bac
a	Part:Inf	a
chur	Verbal:Noun:Len	cur
ar	Prep:Simp	ar
shruth	Noun:Masc:Com:Sg:Len	sruth
leictreach	Adj:Masc:Com:Sg	leictreach
ró-mhór	Adj:Masc:Com:Sg	mór
sreabhadh	Verbal:Noun	sreabhadh
trí	Prep:Simp	trí
chiorcad	Noun:Masc:Com:Sg:Len	ciorcad
;	Punct:Int	;
blúire	Noun:Masc:Com:Sg	blúire
de	Prep:Simp	de
